year;areakm;municipality;geocode_ibge;state
2015;1,272075241986529;Oiapoque;1600501;Amapá
2016;0,5019086660749619;Oiapoque;1600501;Amapá
2017;1,5602327226768538;Oiapoque;1600501;Amapá
2018;2,377693112939882;Oiapoque;1600501;Amapá
2019;7,235065497081189;Oiapoque;1600501;Amapá
2020;0,6796922290005825;Oiapoque;1600501;Amapá
2021;0,707568779278496;Oiapoque;1600501;Amapá
2022;1,6082344213113162;Oiapoque;1600501;Amapá
2023;0;Oiapoque;1600501;Amapá
2007;234,2760650998543;Pedra Branca do Amapari;1600154;Amapá
2008;3,6609568852935195;Pedra Branca do Amapari;1600154;Amapá
2009;4,738035441769097;Pedra Branca do Amapari;1600154;Amapá
2010;1,8798798281087388;Pedra Branca do Amapari;1600154;Amapá
2011;1,339871987619632;Pedra Branca do Amapari;1600154;Amapá
2012;0,7906979490406028;Pedra Branca do Amapari;1600154;Amapá
2013;3,088524049786727;Pedra Branca do Amapari;1600154;Amapá
2014;5,081889947844976;Pedra Branca do Amapari;1600154;Amapá
2015;1,1264149942111674;Pedra Branca do Amapari;1600154;Amapá
2016;1,4036491742114212;Pedra Branca do Amapari;1600154;Amapá
2017;1,4459213608215171;Pedra Branca do Amapari;1600154;Amapá
2018;2,0301407933422837;Pedra Branca do Amapari;1600154;Amapá
2019;4,914833371460528;Pedra Branca do Amapari;1600154;Amapá
2020;1,01705281682787;Pedra Branca do Amapari;1600154;Amapá
2021;1,999016682030285;Pedra Branca do Amapari;1600154;Amapá
2022;3,337734306944173;Pedra Branca do Amapari;1600154;Amapá
2023;0;Pedra Branca do Amapari;1600154;Amapá
2007;343,6257274153683;Porto Grande;1600535;Amapá
2008;14,434299653636403;Porto Grande;1600535;Amapá
2009;4,63218807279371;Porto Grande;1600535;Amapá
2010;1,724718397033733;Porto Grande;1600535;Amapá
2011;2,5290917838876052;Porto Grande;1600535;Amapá
2012;2,704278178603475;Porto Grande;1600535;Amapá
2013;1,865895908469038;Porto Grande;1600535;Amapá
2014;2,449146664234864;Porto Grande;1600535;Amapá
2015;0,6321089326846919;Porto Grande;1600535;Amapá
2016;0,8006178877739338;Porto Grande;1600535;Amapá
2017;3,017601687076851;Porto Grande;1600535;Amapá
2018;1,070481740343184;Porto Grande;1600535;Amapá
2019;2,743776687148729;Porto Grande;1600535;Amapá
2020;0,5924372503041586;Porto Grande;1600535;Amapá
2021;2,2440319743683674;Porto Grande;1600535;Amapá
2022;0,6120902881886986;Porto Grande;1600535;Amapá
2023;0;Porto Grande;1600535;Amapá
2007;61,404619186731665;Pracuúba;1600550;Amapá
2008;5,106120754709849;Pracuúba;1600550;Amapá
2009;2,3968504246141613;Pracuúba;1600550;Amapá
2010;3,4494587778698027;Pracuúba;1600550;Amapá
2011;0,6604479107856307;Pracuúba;1600550;Amapá
2012;0;Pracuúba;1600550;Amapá
2013;2,0940589353708874;Pracuúba;1600550;Amapá
2014;0,998627283598923;Pracuúba;1600550;Amapá
2015;0,8563400769952136;Pracuúba;1600550;Amapá
2016;0,237019942566167;Pracuúba;1600550;Amapá
2017;0,18042624985375266;Pracuúba;1600550;Amapá
2018;0,1856656595672215;Pracuúba;1600550;Amapá
2019;1,2837572101406158;Pracuúba;1600550;Amapá
2020;0,639793985312137;Pracuúba;1600550;Amapá
2021;0,21701102185208226;Pracuúba;1600550;Amapá
2022;0;Pracuúba;1600550;Amapá
2023;0;Pracuúba;1600550;Amapá
2007;63,27603691100331;Santana;1600600;Amapá
2008;4,967471810772468;Santana;1600600;Amapá
2009;0,19063065817674762;Santana;1600600;Amapá
2010;0,3066932536892614;Santana;1600600;Amapá
2011;0,09804581016071509;Santana;1600600;Amapá
2012;0,19113974172366993;Santana;1600600;Amapá
2013;0,16121296081896702;Santana;1600600;Amapá
2014;0,4829532374090339;Santana;1600600;Amapá
2015;0;Santana;1600600;Amapá
2016;0,2500060680665341;Santana;1600600;Amapá
2017;0,2197802197030415;Santana;1600600;Amapá
2018;0,5395331655900052;Santana;1600600;Amapá
2019;0,0845830954776199;Santana;1600600;Amapá
2020;0,3476815900333812;Santana;1600600;Amapá
2021;0,1298274456782401;Santana;1600600;Amapá
2022;0,007410364089097233;Santana;1600600;Amapá
2023;0;Santana;1600600;Amapá
2007;61,221678406787326;Serra do Navio;1600055;Amapá
2008;0,3161117298186461;Serra do Navio;1600055;Amapá
2009;0,4979833854608743;Serra do Navio;1600055;Amapá
2010;0,14773125218728667;Serra do Navio;1600055;Amapá
2011;0,0774722363507171;Serra do Navio;1600055;Amapá
2012;0;Serra do Navio;1600055;Amapá
2013;0,2671691310894486;Serra do Navio;1600055;Amapá
2014;0,43352469730701154;Serra do Navio;1600055;Amapá
2015;0,08425360725735778;Serra do Navio;1600055;Amapá
2016;0,08698515686110744;Serra do Navio;1600055;Amapá
2017;0,0690549578700696;Serra do Navio;1600055;Amapá
2018;0,17805775951856104;Serra do Navio;1600055;Amapá
2019;0,4995906965567477;Serra do Navio;1600055;Amapá
2020;0,07985080711292748;Serra do Navio;1600055;Amapá
2021;0,34641595407745945;Serra do Navio;1600055;Amapá
2022;0,17181462151048105;Serra do Navio;1600055;Amapá
2023;0;Serra do Navio;1600055;Amapá
2007;269,9210572933922;Tartarugalzinho;1600709;Amapá
2008;13,716569481380342;Tartarugalzinho;1600709;Amapá
2009;6,056200521940606;Tartarugalzinho;1600709;Amapá
2010;11,8508700516869;Tartarugalzinho;1600709;Amapá
2011;2,116686176639202;Tartarugalzinho;1600709;Amapá
2012;0,6817485866149552;Tartarugalzinho;1600709;Amapá
2013;4,042944529095193;Tartarugalzinho;1600709;Amapá
2014;2,264789783208221;Tartarugalzinho;1600709;Amapá
2015;2,8880115128360253;Tartarugalzinho;1600709;Amapá
2016;1,1044842711534724;Tartarugalzinho;1600709;Amapá
2017;2,4084752227484505;Tartarugalzinho;1600709;Amapá
2018;1,6868295924605083;Tartarugalzinho;1600709;Amapá
2019;5,892986065382213;Tartarugalzinho;1600709;Amapá
2020;1,3809335951783621;Tartarugalzinho;1600709;Amapá
2021;0,8761494996203936;Tartarugalzinho;1600709;Amapá
2022;0,16462078156455806;Tartarugalzinho;1600709;Amapá
2023;0;Tartarugalzinho;1600709;Amapá
2007;196,56255219561749;Vitória do Jari;1600808;Amapá
2008;1,3327958725480997;Vitória do Jari;1600808;Amapá
2009;1,8296905814528333;Vitória do Jari;1600808;Amapá
2010;6,419039265354392;Vitória do Jari;1600808;Amapá
2011;1,1040741795789448;Vitória do Jari;1600808;Amapá
2012;0,966748946595683;Vitória do Jari;1600808;Amapá
2013;0,689309764754711;Vitória do Jari;1600808;Amapá
2014;0,6412181997291577;Vitória do Jari;1600808;Amapá
2015;0,39236114201216915;Vitória do Jari;1600808;Amapá
2016;1,3301633124137477;Vitória do Jari;1600808;Amapá
2017;1,0979066796110217;Vitória do Jari;1600808;Amapá
2018;1,4285705214493676;Vitória do Jari;1600808;Amapá
2019;0,5045430531211018;Vitória do Jari;1600808;Amapá
2020;1,1277061202993235;Vitória do Jari;1600808;Amapá
2021;2,7201967399130362;Vitória do Jari;1600808;Amapá
2022;0,5115140647669378;Vitória do Jari;1600808;Amapá
2023;0,2958575187177813;Vitória do Jari;1600808;Amapá
2007;303,48915995049265;Alvarães;1300029;Amazonas
2008;10,48548558910165;Alvarães;1300029;Amazonas
2009;2,0156094076258952;Alvarães;1300029;Amazonas
2010;6,573609115538456;Alvarães;1300029;Amazonas
2011;2,344319261868563;Alvarães;1300029;Amazonas
2012;0,7384763639048416;Alvarães;1300029;Amazonas
2013;0,7914254206371817;Alvarães;1300029;Amazonas
2014;6,320626997905697;Alvarães;1300029;Amazonas
2015;0,61395904339365;Alvarães;1300029;Amazonas
2016;3,9547408569255755;Alvarães;1300029;Amazonas
2017;4,176179163511682;Alvarães;1300029;Amazonas
2018;5,4083575882871715;Alvarães;1300029;Amazonas
2019;2,8002798794887753;Alvarães;1300029;Amazonas
2020;5,3607652885049175;Alvarães;1300029;Amazonas
2021;7,416007328331212;Alvarães;1300029;Amazonas
2022;1,4166085792508678;Alvarães;1300029;Amazonas
2023;0;Alvarães;1300029;Amazonas
2007;107,14050423133453;Amaturá;1300060;Amazonas
2008;0,10728183828139252;Amaturá;1300060;Amazonas
2009;0,919592312407081;Amaturá;1300060;Amazonas
2010;0,9506614638489755;Amaturá;1300060;Amazonas
2011;1,5064149483286977;Amaturá;1300060;Amazonas
2012;0,19432071935588402;Amaturá;1300060;Amazonas
2013;0;Amaturá;1300060;Amazonas
2014;0;Amaturá;1300060;Amazonas
2015;0,5819162014711835;Amaturá;1300060;Amazonas
2016;0,23158092791159274;Amaturá;1300060;Amazonas
2017;0,5802155412206806;Amaturá;1300060;Amazonas
2018;0,3941923072966661;Amaturá;1300060;Amazonas
2019;0;Amaturá;1300060;Amazonas
2020;0,15570340716087896;Amaturá;1300060;Amazonas
2021;0,5308319246129591;Amaturá;1300060;Amazonas
2022;0,07202476958396235;Amaturá;1300060;Amazonas
2023;0;Amaturá;1300060;Amazonas
2007;191,49467845948837;Anamã;1300086;Amazonas
2008;0,06759379478982754;Anamã;1300086;Amazonas
2009;1,203788253669684;Anamã;1300086;Amazonas
2010;2,5363083543933764;Anamã;1300086;Amazonas
2011;0,8718977700971713;Anamã;1300086;Amazonas
2012;0,647007742085951;Anamã;1300086;Amazonas
2013;0,7173849601290381;Anamã;1300086;Amazonas
2014;0,5456213800542905;Anamã;1300086;Amazonas
2015;1,0077374002999133;Anamã;1300086;Amazonas
2016;0;Anamã;1300086;Amazonas
2017;0,9675467434139804;Anamã;1300086;Amazonas
2018;0,24829405227342102;Anamã;1300086;Amazonas
2019;0,3228647496842079;Anamã;1300086;Amazonas
2020;0,6563514258972175;Anamã;1300086;Amazonas
2021;1,7154578557536238;Anamã;1300086;Amazonas
2022;0,2871553684237268;Anamã;1300086;Amazonas
2023;0,32571147290179914;Anamã;1300086;Amazonas
2007;76,55084677684737;Anori;1300102;Amazonas
2008;0,9733016896505522;Anori;1300102;Amazonas
2009;0,5470151724907611;Anori;1300102;Amazonas
2010;0,5475201356419317;Anori;1300102;Amazonas
2011;0,5804307176330135;Anori;1300102;Amazonas
2012;0,637572431662738;Anori;1300102;Amazonas
2013;0,75899429923776;Anori;1300102;Amazonas
2014;0,5796037680948827;Anori;1300102;Amazonas
2015;0,538338943799917;Anori;1300102;Amazonas
2016;0,34795964578297406;Anori;1300102;Amazonas
2017;0,23844444091419617;Anori;1300102;Amazonas
2018;0,0995536516570762;Anori;1300102;Amazonas
2019;0;Anori;1300102;Amazonas
2020;0,3182404013066855;Anori;1300102;Amazonas
2021;0,4506515759562777;Anori;1300102;Amazonas
2022;0,21792466119897322;Anori;1300102;Amazonas
2023;0;Anori;1300102;Amazonas
2007;1539,8338362150891;Apuí;1300144;Amazonas
2008;70,1504466951522;Apuí;1300144;Amazonas
2009;63,988714248510306;Apuí;1300144;Amazonas
2010;46,26496001148332;Apuí;1300144;Amazonas
2011;48,52139903487156;Apuí;1300144;Amazonas
2012;73,88417050860087;Apuí;1300144;Amazonas
2013;86,11037009126932;Apuí;1300144;Amazonas
2014;80,03801338202277;Apuí;1300144;Amazonas
2015;107,00638766335511;Apuí;1300144;Amazonas
2016;161,3477996687574;Apuí;1300144;Amazonas
2017;169,54195404517532;Apuí;1300144;Amazonas
2018;158,18985769980998;Apuí;1300144;Amazonas
2019;287,69414386245506;Apuí;1300144;Amazonas
2020;259,62558105901746;Apuí;1300144;Amazonas
2021;329,8840475493941;Apuí;1300144;Amazonas
2022;731,7188614296499;Apuí;1300144;Amazonas
2023;234,57081688134073;Apuí;1300144;Amazonas
2007;219,50063042827716;Atalaia do Norte;1300201;Amazonas
2008;1,1529660294340698;Atalaia do Norte;1300201;Amazonas
2009;1,4468841621077102;Atalaia do Norte;1300201;Amazonas
2010;2,3882552801216486;Atalaia do Norte;1300201;Amazonas
2011;1,5751035615436781;Atalaia do Norte;1300201;Amazonas
2012;1,5374047188765545;Atalaia do Norte;1300201;Amazonas
2013;0,8858163400217035;Atalaia do Norte;1300201;Amazonas
2014;0,38564161421845317;Atalaia do Norte;1300201;Amazonas
2015;0,08706428532585306;Atalaia do Norte;1300201;Amazonas
2016;1,027424155676928;Atalaia do Norte;1300201;Amazonas
2017;1,2386212937077132;Atalaia do Norte;1300201;Amazonas
2018;0,673239138773302;Atalaia do Norte;1300201;Amazonas
2019;2,466628240037647;Atalaia do Norte;1300201;Amazonas
2020;0,9961210280240625;Atalaia do Norte;1300201;Amazonas
2021;1,7389220123631886;Atalaia do Norte;1300201;Amazonas
2022;2,056698117451491;Atalaia do Norte;1300201;Amazonas
2023;0,16745244257958583;Atalaia do Norte;1300201;Amazonas
2007;1159,1624293002644;Autazes;1300300;Amazonas
2008;40,54814330934549;Autazes;1300300;Amazonas
2009;9,983415042999871;Autazes;1300300;Amazonas
2010;5,812079482616951;Autazes;1300300;Amazonas
2011;23,870412780650874;Autazes;1300300;Amazonas
2012;14,403382513990305;Autazes;1300300;Amazonas
2013;9,265598081729507;Autazes;1300300;Amazonas
2014;14,774306702072884;Autazes;1300300;Amazonas
2015;23,195745498192753;Autazes;1300300;Amazonas
2016;6,268276297675883;Autazes;1300300;Amazonas
2017;19,04063704968697;Autazes;1300300;Amazonas
2018;13,41754136250086;Autazes;1300300;Amazonas
2019;34,78365903623174;Autazes;1300300;Amazonas
2020;22,817052538716133;Autazes;1300300;Amazonas
2021;47,30567150006797;Autazes;1300300;Amazonas
2022;44,673203068020705;Autazes;1300300;Amazonas
2023;20,77012466816916;Autazes;1300300;Amazonas
2007;192,21544618730795;Barcelos;1300409;Amazonas
2008;1,4815461443454507;Barcelos;1300409;Amazonas
2009;0,5395157102592633;Barcelos;1300409;Amazonas
2010;3,3914322351045136;Barcelos;1300409;Amazonas
2011;1,5356350722097407;Barcelos;1300409;Amazonas
2012;1,2657651260954887;Barcelos;1300409;Amazonas
2013;0,9840133676124869;Barcelos;1300409;Amazonas
2014;1,8227831544435475;Barcelos;1300409;Amazonas
2015;0,25169879175013;Barcelos;1300409;Amazonas
2016;0,9957486385406055;Barcelos;1300409;Amazonas
2017;1,1065373554894427;Barcelos;1300409;Amazonas
2018;1,2037394744339982;Barcelos;1300409;Amazonas
2019;11,052585975790619;Barcelos;1300409;Amazonas
2020;1,2609654565515729;Barcelos;1300409;Amazonas
2021;1,3933995834176438;Barcelos;1300409;Amazonas
2022;0,706585090408987;Barcelos;1300409;Amazonas
2023;1,4713932402936936;Barcelos;1300409;Amazonas
2007;756,5738804640159;Barreirinha;1300508;Amazonas
2008;7,886948029090566;Barreirinha;1300508;Amazonas
2009;2,6743406336272524;Barreirinha;1300508;Amazonas
2010;13,583902475548598;Barreirinha;1300508;Amazonas
2011;4,952474089726786;Barreirinha;1300508;Amazonas
2012;2,7670578209557393;Barreirinha;1300508;Amazonas
2013;3,0953380612589254;Barreirinha;1300508;Amazonas
2014;6,368068718263818;Barreirinha;1300508;Amazonas
2015;5,781077722623109;Barreirinha;1300508;Amazonas
2016;1,7296054363363245;Barreirinha;1300508;Amazonas
2017;3,310986187104333;Barreirinha;1300508;Amazonas
2018;1,6243233115145537;Barreirinha;1300508;Amazonas
2019;3,7683856356676886;Barreirinha;1300508;Amazonas
2020;1,4498023540719958;Barreirinha;1300508;Amazonas
2021;3,2335297504690397;Barreirinha;1300508;Amazonas
2022;4,913774858689422;Barreirinha;1300508;Amazonas
2023;0,5893377393191546;Barreirinha;1300508;Amazonas
2007;160,35899291918048;Benjamin Constant;1300607;Amazonas
2008;0,5630982210280702;Benjamin Constant;1300607;Amazonas
2009;0,6157900479425673;Benjamin Constant;1300607;Amazonas
2010;0,46400983464970813;Benjamin Constant;1300607;Amazonas
2011;0,8931223787202398;Benjamin Constant;1300607;Amazonas
2012;0,24766166908224369;Benjamin Constant;1300607;Amazonas
2013;1,4175392693789608;Benjamin Constant;1300607;Amazonas
2014;0,30109288614768004;Benjamin Constant;1300607;Amazonas
2015;0,9168293866276316;Benjamin Constant;1300607;Amazonas
2016;0,22687170698953452;Benjamin Constant;1300607;Amazonas
2017;0,4428324631384838;Benjamin Constant;1300607;Amazonas
2018;0,17043935215122447;Benjamin Constant;1300607;Amazonas
2019;0,42393890508641646;Benjamin Constant;1300607;Amazonas
2020;0,09867974611532487;Benjamin Constant;1300607;Amazonas
2021;1,7303849674441776;Benjamin Constant;1300607;Amazonas
2022;0,8376606772480766;Benjamin Constant;1300607;Amazonas
2023;0;Benjamin Constant;1300607;Amazonas
2007;212,83176078358395;Beruri;1300631;Amazonas
2008;2,4210810649323116;Beruri;1300631;Amazonas
2009;1,9912907301532654;Beruri;1300631;Amazonas
2010;4,217019797923466;Beruri;1300631;Amazonas
2011;2,0870550033282917;Beruri;1300631;Amazonas
2012;0,9325631643828919;Beruri;1300631;Amazonas
2013;2,404105275632356;Beruri;1300631;Amazonas
2014;2,495932855979356;Beruri;1300631;Amazonas
2015;2,421444134666096;Beruri;1300631;Amazonas
2016;2,1480011879105434;Beruri;1300631;Amazonas
2017;1,5772996915869932;Beruri;1300631;Amazonas
2018;2,0286605706060845;Beruri;1300631;Amazonas
2019;2,3593726237407138;Beruri;1300631;Amazonas
2020;3,287028832193615;Beruri;1300631;Amazonas
2021;6,682169516361839;Beruri;1300631;Amazonas
2022;7,3423791536138605;Beruri;1300631;Amazonas
2023;2,720286583019309;Beruri;1300631;Amazonas
2007;200,82581894079541;Boa Vista do Ramos;1300680;Amazonas
2008;0,34718320099468925;Boa Vista do Ramos;1300680;Amazonas
2009;0,14031391655886183;Boa Vista do Ramos;1300680;Amazonas
2010;2,756616973821531;Boa Vista do Ramos;1300680;Amazonas
2011;1,3944456418625404;Boa Vista do Ramos;1300680;Amazonas
2012;0,29619930070327755;Boa Vista do Ramos;1300680;Amazonas
2013;0,6910168074806092;Boa Vista do Ramos;1300680;Amazonas
2014;1,7839135836713371;Boa Vista do Ramos;1300680;Amazonas
2015;0,5413104097942498;Boa Vista do Ramos;1300680;Amazonas
2016;0,4518463597821852;Boa Vista do Ramos;1300680;Amazonas
2017;0,9040948487801677;Boa Vista do Ramos;1300680;Amazonas
2018;0,4791097175640995;Boa Vista do Ramos;1300680;Amazonas
2019;1,1315496507151157;Boa Vista do Ramos;1300680;Amazonas
2020;0,6040248475555217;Boa Vista do Ramos;1300680;Amazonas
2021;0,5963689492458913;Boa Vista do Ramos;1300680;Amazonas
2022;2,924528620077556;Boa Vista do Ramos;1300680;Amazonas
2023;0,6207272269285964;Boa Vista do Ramos;1300680;Amazonas
2007;1910,5770305873502;Boca do Acre;1300706;Amazonas
2008;38,23361055949024;Boca do Acre;1300706;Amazonas
2009;24,17011550645932;Boca do Acre;1300706;Amazonas
2010;51,421195107579;Boca do Acre;1300706;Amazonas
2011;58,5958672065696;Boca do Acre;1300706;Amazonas
2012;53,507186832180615;Boca do Acre;1300706;Amazonas
2013;33,59657243086309;Boca do Acre;1300706;Amazonas
2014;72,56554806037849;Boca do Acre;1300706;Amazonas
2015;46,17510033199075;Boca do Acre;1300706;Amazonas
2016;88,41737605025773;Boca do Acre;1300706;Amazonas
2017;94,20543721547466;Boca do Acre;1300706;Amazonas
2018;107,25374615230514;Boca do Acre;1300706;Amazonas
2019;144,0773470189234;Boca do Acre;1300706;Amazonas
2020;142,06392467968126;Boca do Acre;1300706;Amazonas
2021;200,1583447302573;Boca do Acre;1300706;Amazonas
2022;180,27904582919996;Boca do Acre;1300706;Amazonas
2023;91,88302270123498;Boca do Acre;1300706;Amazonas
2007;496,5100066355802;Borba;1300805;Amazonas
2008;8,549901673448597;Borba;1300805;Amazonas
2009;2,5611971228059387;Borba;1300805;Amazonas
2010;9,12443757697758;Borba;1300805;Amazonas
2011;11,70268888691983;Borba;1300805;Amazonas
2012;1,9566976035824208;Borba;1300805;Amazonas
2013;2,4087692542407173;Borba;1300805;Amazonas
2014;2,4113271250296546;Borba;1300805;Amazonas
2015;4,057461015514335;Borba;1300805;Amazonas
2016;1,5576232327265869;Borba;1300805;Amazonas
2017;3,37111719686959;Borba;1300805;Amazonas
2018;3,9620044097670046;Borba;1300805;Amazonas
2019;10,688720404687048;Borba;1300805;Amazonas
2020;12,27360948227752;Borba;1300805;Amazonas
2021;14,928379780017416;Borba;1300805;Amazonas
2022;38,203778419910016;Borba;1300805;Amazonas
2023;31,252249899796592;Borba;1300805;Amazonas
2007;235,95652362047485;Caapiranga;1300839;Amazonas
2008;0,16184930509233575;Caapiranga;1300839;Amazonas
2009;2,1830998788167886;Caapiranga;1300839;Amazonas
2010;5,5740207453173936;Caapiranga;1300839;Amazonas
2011;0,9272117994046323;Caapiranga;1300839;Amazonas
2012;0,4465528046219166;Caapiranga;1300839;Amazonas
2013;0,44200118123423715;Caapiranga;1300839;Amazonas
2014;1,2611045607140576;Caapiranga;1300839;Amazonas
2015;3,656908383191274;Caapiranga;1300839;Amazonas
2016;0,7008754227674932;Caapiranga;1300839;Amazonas
2017;1,147400798559565;Caapiranga;1300839;Amazonas
2018;0,939693764830618;Caapiranga;1300839;Amazonas
2019;0,9572137441413262;Caapiranga;1300839;Amazonas
2020;2,523969059291664;Caapiranga;1300839;Amazonas
2021;2,00944020328994;Caapiranga;1300839;Amazonas
2022;0,8209729382599796;Caapiranga;1300839;Amazonas
2023;0;Caapiranga;1300839;Amazonas
2007;858,7242782562514;Canutama;1300904;Amazonas
2008;37,91964195197926;Canutama;1300904;Amazonas
2009;13,928590802405456;Canutama;1300904;Amazonas
2010;12,018351680581228;Canutama;1300904;Amazonas
2011;25,650086739733652;Canutama;1300904;Amazonas
2012;52,65498051992973;Canutama;1300904;Amazonas
